trade_id,open_ts,direction,poly_slug,kalshi_ticker,poly_ask,kalshi_ask,cost,profit_pct_open,poly_shares,kalshi_shares,invest_usd,poly_close_ts,kalshi_close_ts,poly_winner,kalshi_winner,poly_payout,kalshi_payout,total_payout,pnl,pnl_pct,notes
121,2026-05-05 19:05:35,B,btc-updown-15m-1778007600,KXBTC15M-26MAY051515,0.62,0.26,0.88,12.0,161.2903,384.6154,200.0,2026-05-05 19:15:00,2026-05-05 19:15:00,DOWN,NO,161.2903,0.0,161.2903,-38.7097,-19.35,
122,2026-05-05 19:05:51,B,btc-updown-15m-1778007600,KXBTC15M-26MAY051515,0.62,0.26,0.88,12.0,161.2903,384.6154,200.0,2026-05-05 19:15:00,2026-05-05 19:15:00,DOWN,NO,161.2903,0.0,161.2903,-38.7097,-19.35,
123,2026-05-05 19:17:03,B,btc-updown-15m-1778008500,KXBTC15M-26MAY051530,0.36,0.52,0.88,12.0,18.79,13.0085,13.5288,2026-05-05 19:30:01,2026-05-05 19:30:01,UP,YES,0.0,13.0085,13.0085,-0.5203,-3.85,
124,2026-05-05 19:17:09,B,btc-updown-15m-1778008500,KXBTC15M-26MAY051530,0.32,0.52,0.84,16.0,312.5,192.3077,200.0,2026-05-05 19:30:01,2026-05-05 19:30:01,UP,YES,0.0,192.3077,192.3077,-7.6923,-3.85,
125,2026-05-05 19:17:15,B,btc-updown-15m-1778008500,KXBTC15M-26MAY051530,0.29,0.52,0.81,19.0,344.8276,192.3077,200.0,2026-05-05 19:30:01,2026-05-05 19:30:01,UP,YES,0.0,192.3077,192.3077,-7.6923,-3.85,
126,2026-05-05 19:30:33,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.47,0.41,0.88,12.0,99.1328,113.64,93.1848,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,113.64,113.64,20.4552,21.95,
127,2026-05-05 19:31:12,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.44,0.45,0.89,11.0,36.8182,36.0,32.4,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,36.0,36.0,3.6,11.11,
128,2026-05-05 19:31:18,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.45,0.45,0.9,10.0,222.2222,222.2222,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,222.2222,222.2222,22.2222,11.11,
129,2026-05-05 19:32:46,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.33,0.57,0.9,10.0,303.0303,175.4386,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,175.4386,175.4386,-24.5614,-12.28,
130,2026-05-05 19:33:28,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.28,0.59,0.87,13.0,84.2857,40.0,47.2,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,40.0,40.0,-7.2,-15.25,
131,2026-05-05 19:33:34,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.28,0.59,0.87,13.0,46.76,22.1912,26.1856,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,22.1912,22.1912,-3.9944,-15.25,
132,2026-05-05 19:33:40,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.29,0.59,0.88,12.0,81.3793,40.0,47.2,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,40.0,40.0,-7.2,-15.25,
133,2026-05-05 19:33:46,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.27,0.59,0.86,14.0,87.4074,40.0,47.2,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,40.0,40.0,-7.2,-15.25,
134,2026-05-05 19:38:18,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.5,0.38,0.88,12.0,12.5,16.4474,12.5,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,16.4474,16.4474,3.9474,31.58,
135,2026-05-05 19:38:24,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.47,0.38,0.85,15.0,212.766,263.1579,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,263.1579,263.1579,63.1579,31.58,
136,2026-05-05 19:38:30,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.47,0.38,0.85,15.0,212.766,263.1579,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,263.1579,263.1579,63.1579,31.58,
137,2026-05-05 19:38:44,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.42,0.47,0.89,11.0,25.0,22.3404,21.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,22.3404,22.3404,1.3404,6.38,
138,2026-05-05 19:38:50,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.43,0.47,0.9,10.0,53.04,48.526,45.6144,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,48.526,48.526,2.9116,6.38,
139,2026-05-05 19:39:39,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.42,0.35,0.77,23.0,238.0952,285.7143,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,285.7143,285.7143,85.7143,42.86,
140,2026-05-05 19:39:45,B,btc-updown-15m-1778009400,KXBTC15M-26MAY051545,0.4,0.35,0.75,25.0,250.0,285.7143,200.0,2026-05-05 19:45:01,2026-05-05 19:45:01,UP,YES,0.0,285.7143,285.7143,85.7143,42.86,
141,2026-05-05 19:47:58,B,btc-updown-15m-1778010300,KXBTC15M-26MAY051600,0.56,0.33,0.89,11.0,37.2236,63.1673,41.6904,2026-05-05 20:00:01,2026-05-05 20:00:01,DOWN,NO,37.2236,0.0,37.2236,-4.4668,-10.71,
142,2026-05-05 19:48:06,B,btc-updown-15m-1778010300,KXBTC15M-26MAY051600,0.53,0.33,0.86,14.0,188.6792,303.0303,200.0,2026-05-05 20:00:01,2026-05-05 20:00:01,DOWN,NO,188.6792,0.0,188.6792,-11.3208,-5.66,
143,2026-05-05 19:48:20,B,btc-updown-15m-1778010300,KXBTC15M-26MAY051600,0.43,0.45,0.88,12.0,94.186,90.0,81.0,2026-05-05 20:00:01,2026-05-05 20:00:01,DOWN,NO,94.186,0.0,94.186,13.186,16.28,
144,2026-05-05 20:08:34,B,btc-updown-15m-1778011200,KXBTC15M-26MAY051615,0.12,0.41,0.53,47.0,85.03,24.8868,20.4072,2026-05-05 20:15:00,2026-05-05 20:15:00,UP,YES,0.0,24.8868,24.8868,4.4796,21.95,
145,2026-05-05 20:08:40,B,btc-updown-15m-1778011200,KXBTC15M-26MAY051615,0.19,0.41,0.6,40.0,27.225,12.6165,10.3455,2026-05-05 20:15:00,2026-05-05 20:15:00,UP,YES,0.0,12.6165,12.6165,2.271,21.95,
146,2026-05-05 20:08:46,B,btc-updown-15m-1778011200,KXBTC15M-26MAY051615,0.29,0.41,0.7,30.0,64.37,45.53,37.3346,2026-05-05 20:15:00,2026-05-05 20:15:00,UP,YES,0.0,45.53,45.53,8.1954,21.95,
147,2026-05-05 20:08:52,B,btc-updown-15m-1778011200,KXBTC15M-26MAY051615,0.3,0.41,0.71,29.0,138.35,101.2317,83.01,2026-05-05 20:15:00,2026-05-05 20:15:00,UP,YES,0.0,101.2317,101.2317,18.2217,21.95,
